slug,start_date,variant_name,base_price_inr,target_discounted_price_inr,proposed_discount_amount_inr,result_price_inr
leh-to-leh-with-turtuk-6n,2026-08-15,RE Himalayan - Pillion - Double Sharing,28000,25999,2001,25999
leh-to-leh-with-turtuk-6n,2026-08-15,RE Himalayan - Pillion - Triple Sharing,25000,22999,2001,22999
leh-to-leh-with-turtuk-6n,2026-08-15,RE Himalayan - Solo - Double Sharing,33000,30999,2001,30999
leh-to-leh-with-turtuk-6n,2026-08-15,RE Himalayan - Solo - Triple Sharing,30000,27999,2001,27999
leh-to-leh-with-turtuk-6n,2026-08-15,SIC (Seat in Coach) - Double Sharing,25000,21999,3001,21999
leh-to-leh-with-turtuk-6n,2026-08-15,SIC (Seat in Coach) - Triple Sharing,22000,18999,3001,18999
leh-to-leh-with-turtuk-6n,2026-08-17,RE Himalayan - Pillion - Double Sharing,28000,25999,2001,25999
leh-to-leh-with-turtuk-6n,2026-08-17,RE Himalayan - Pillion - Triple Sharing,25000,22999,2001,22999
leh-to-leh-with-turtuk-6n,2026-08-17,RE Himalayan - Solo - Double Sharing,33000,30999,2001,30999
leh-to-leh-with-turtuk-6n,2026-08-17,RE Himalayan - Solo - Triple Sharing,30000,27999,2001,27999
leh-to-leh-with-turtuk-6n,2026-08-17,SIC (Seat in Coach) - Double Sharing,25000,21999,3001,21999
leh-to-leh-with-turtuk-6n,2026-08-17,SIC (Seat in Coach) - Triple Sharing,22000,18999,3001,18999
leh-to-leh-with-turtuk-6n,2026-08-22,RE Himalayan - Pillion - Double Sharing,28000,25999,2001,25999
leh-to-leh-with-turtuk-6n,2026-08-22,RE Himalayan - Pillion - Triple Sharing,25000,22999,2001,22999
leh-to-leh-with-turtuk-6n,2026-08-22,RE Himalayan - Solo - Double Sharing,33000,30999,2001,30999
leh-to-leh-with-turtuk-6n,2026-08-22,RE Himalayan - Solo - Triple Sharing,30000,27999,2001,27999
leh-to-leh-with-turtuk-6n,2026-08-22,SIC (Seat in Coach) - Double Sharing,25000,21999,3001,21999
leh-to-leh-with-turtuk-6n,2026-08-22,SIC (Seat in Coach) - Triple Sharing,22000,18999,3001,18999
leh-to-leh-with-turtuk-6n,2026-08-24,RE Himalayan - Pillion - Double Sharing,28000,25999,2001,25999
leh-to-leh-with-turtuk-6n,2026-08-24,RE Himalayan - Pillion - Triple Sharing,25000,22999,2001,22999
leh-to-leh-with-turtuk-6n,2026-08-24,RE Himalayan - Solo - Double Sharing,33000,30999,2001,30999
leh-to-leh-with-turtuk-6n,2026-08-24,RE Himalayan - Solo - Triple Sharing,30000,27999,2001,27999
leh-to-leh-with-turtuk-6n,2026-08-24,SIC (Seat in Coach) - Double Sharing,25000,21999,3001,21999
leh-to-leh-with-turtuk-6n,2026-08-24,SIC (Seat in Coach) - Triple Sharing,22000,18999,3001,18999
leh-to-leh-with-turtuk-6n,2026-08-29,RE Himalayan - Pillion - Double Sharing,28000,25999,2001,25999
leh-to-leh-with-turtuk-6n,2026-08-29,RE Himalayan - Pillion - Triple Sharing,25000,22999,2001,22999
leh-to-leh-with-turtuk-6n,2026-08-29,RE Himalayan - Solo - Double Sharing,33000,30999,2001,30999
leh-to-leh-with-turtuk-6n,2026-08-29,RE Himalayan - Solo - Triple Sharing,30000,27999,2001,27999
leh-to-leh-with-turtuk-6n,2026-08-29,SIC (Seat in Coach) - Double Sharing,25000,21999,3001,21999
leh-to-leh-with-turtuk-6n,2026-08-29,SIC (Seat in Coach) - Triple Sharing,22000,18999,3001,18999
leh-to-leh-with-turtuk-6n,2026-08-31,RE Himalayan - Pillion - Double Sharing,28000,25999,2001,25999
leh-to-leh-with-turtuk-6n,2026-08-31,RE Himalayan - Pillion - Triple Sharing,25000,22999,2001,22999
leh-to-leh-with-turtuk-6n,2026-08-31,RE Himalayan - Solo - Double Sharing,33000,30999,2001,30999
leh-to-leh-with-turtuk-6n,2026-08-31,RE Himalayan - Solo - Triple Sharing,30000,27999,2001,27999
leh-to-leh-with-turtuk-6n,2026-08-31,SIC (Seat in Coach) - Double Sharing,25000,21999,3001,21999
leh-to-leh-with-turtuk-6n,2026-08-31,SIC (Seat in Coach) - Triple Sharing,22000,18999,3001,18999
teen-taal,2026-05-29,Double Sharing,15500,15000,500,15000
teen-taal,2026-05-29,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-06-05,Double Sharing,15500,15000,500,15000
teen-taal,2026-06-05,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-06-12,Double Sharing,15500,15000,500,15000
teen-taal,2026-06-12,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-06-19,Double Sharing,15500,15000,500,15000
teen-taal,2026-06-19,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-06-26,Double Sharing,15500,15000,500,15000
teen-taal,2026-06-26,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-07-03,Double Sharing,15500,15000,500,15000
teen-taal,2026-07-03,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-07-10,Double Sharing,15500,15000,500,15000
teen-taal,2026-07-10,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-07-17,Double Sharing,15500,15000,500,15000
teen-taal,2026-07-17,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-07-24,Double Sharing,15500,15000,500,15000
teen-taal,2026-07-24,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-07-31,Double Sharing,15500,15000,500,15000
teen-taal,2026-07-31,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-08-07,Double Sharing,15500,15000,500,15000
teen-taal,2026-08-07,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-08-14,Double Sharing,15500,15000,500,15000
teen-taal,2026-08-14,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-08-21,Double Sharing,15500,15000,500,15000
teen-taal,2026-08-21,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-08-28,Double Sharing,15500,15000,500,15000
teen-taal,2026-08-28,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-09-04,Double Sharing,15500,15000,500,15000
teen-taal,2026-09-04,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-09-11,Double Sharing,15500,15000,500,15000
teen-taal,2026-09-11,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-09-18,Double Sharing,15500,15000,500,15000
teen-taal,2026-09-18,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-09-25,Double Sharing,15500,15000,500,15000
teen-taal,2026-09-25,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-10-02,Double Sharing,15500,15000,500,15000
teen-taal,2026-10-02,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-10-09,Double Sharing,15500,15000,500,15000
teen-taal,2026-10-09,Triple Sharing,15000,14000,1000,14000
teen-taal,2026-10-16,Double Sharing,15500,15000,500,15000
teen-taal,2026-10-16,Triple Sharing,15000,14000,1000,14000
spiti-valley-with-sangla-holi,2026-02-28,Double Sharing,21999,20999,1000,20999
spiti-valley-with-sangla-holi,2026-02-28,Triple Sharing,19999,18999,1000,18999
zanskar-6n,2026-05-23,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-05-30,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-06-06,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-06-13,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-06-20,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-06-27,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-07-04,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-07-11,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-07-18,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-07-25,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-08-01,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-08-08,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-08-15,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-08-22,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-08-29,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-09-05,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-09-12,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-09-19,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-09-26,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-10-03,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-10-10,Triple Sharing,22999,24000,0,22999
zanskar-6n,2026-10-17,Triple Sharing,22999,24000,0,22999
